Title,"Video Directory","1080p URL","720p URL","360p URL","File Name 720p","Audio Directory","Audio URL","Document Directory","Document URL",Category,"Release Date","YouTube URL",GUID
"The Women in Our Lives","/Videos/Mormon Messages/2009",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-08-32-the-women-in-our-lives-720p-eng.mp4,,2009-08-32-the-women-in-our-lives-720p-eng.mp4,,,,,2009,20150713,http://youtu.be/DkUwh1YUMtE,0B3345DB-BDFA-4DEB-8371-E3F60D266E1B6
"You're Never Alone","/Videos/Mormon Messages/2009",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-08-33-youre-never-alone-720p-eng.mp4,,2009-08-33-youre-never-alone-720p-eng.mp4,,,,,2009,20150713,http://youtu.be/vIrGKB5nRKE,50382E4E-4921-4E40-8015-A4480C502A95C
"What Matters Most","/Videos/Mormon Messages/2009",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-09-35-what-matters-most-720p-eng.mp4,,2009-09-35-what-matters-most-720p-eng.mp4,,,,,2009,20150713,http://youtu.be/KYhDhiojBPA,3E14EA69-19C9-4DE6-844A-7531636ED54B
"The Power of Hope","/Videos/Mormon Messages/2009",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-09-36-the-power-of-hope-720p-eng.mp4,,2009-09-36-the-power-of-hope-720p-eng.mp4,,,,,2009,20150713,http://youtu.be/UbsU3b2srQA,0EF2C2C28-6A77-4CF8-9C4B-CE980E6C7520
"Choose This Day","/Videos/Mormon Messages/2009",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-09-37-choose-this-day-720p-eng.mp4,,2009-09-37-choose-this-day-720p-eng.mp4,,,,,2009,20150713,http://youtu.be/-Cw8I8eukaI,28F6258D-A0BF-4A76-B02D-54BC54B014A1
"Lifting Burdens","/Videos/Mormon Messages/2009",http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-10-38-lifting-burdens-1080p-eng.mp4,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-10-38-lifting-burdens-720p-eng.mp4,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-10-38-lifting-burdens-360p-eng.mp4,2009-10-38-lifting-burdens-720p-eng.mp4,,,,,2009,20150713,http://youtu.be/coef8G5ax6E,082196707-EE90-47F0-AFAC-DC747BBE948F
"In the Spirit of Thanksgiving","/Videos/Mormon Messages/2009",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-11-39-in-the-spirit-of-thanksgiving-720p-eng.mp4,,2009-11-39-in-the-spirit-of-thanksgiving-720p-eng.mp4,,,,,2009,20150713,http://youtu.be/Tuwid8_O8dk,509CD32A-5C38-4A7C-8AE6-13390ECE9351E
"In Sickness and Health","/Videos/Mormon Messages/2009",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-11-40-in-sickness-and-health-720p-eng.mp4,,2009-11-40-in-sickness-and-health-720p-eng.mp4,,,,,2009,20150713,http://youtu.be/E_yOAHISi8I,0B3BC26C4-6DF4-4E75-B145-C76F15CF111F
"The Christmas Spirit","/Videos/Mormon Messages/2009",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-12-41-the-christmas-spirit-720p-eng.mp4,,2009-12-41-the-christmas-spirit-720p-eng.mp4,,,,,2009,20150713,http://youtu.be/tXXwtFWpAI8,2BDC4486-4FF1-403F-9276-D7FE0D052BC36
"What Shall We Give?","/Videos/Mormon Messages/2009",,http://media2.ldscdn.org/assets/first-presidency-christmas-devotional/2010-first-presidency-christmas-devotional/2010-12-011-what-shall-we-give-360p-eng.mp4,,2010-12-011-what-shall-we-give-360p-eng.mp4,,,,,2009,20150806,https://youtu.be/0FSQuHDIsVw,0CD9B58E1-C6FA-4411-B437-7C2B09D5A645C
Pioneers,"/Videos/Mormon Messages/2009",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-07-30-pioneers-720p-eng.mp4,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2009/2009-07-30-pioneers-360p-eng.mp4,2009-07-30-pioneers-720p-eng.mp4,,,,,2009,20150806,https://youtu.be/J2rV0ey6Op0,0C973FD94-2B85-46E7-8D62-BEAC6B32641F
